id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price_type,square_feet,address,cityname,state,latitude,longitude,price
4953,"Basketball,Gym,Parking,Patio/Deck,Pool,Storage",1.0,,Yes,"Cats,Dogs",Monthly,706.0,,Redmond,WA,47.6829,-122.1209,1590.0
4954,"Clubhouse,Gym,Tennis",1.0,1.0,No,,Monthly,672.0,,Las Vegas,NV,36.2548,-115.5263,780.0
4955,Parking,1.0,,Thumbnail,,,,,Norfolk,VA,36.8691,-76.2924,1195.0
4956,"AC,Cable or Satellite,Clubhouse,Gym,Patio/Deck,Playground,Pool,Storage,Washer Dryer",2.0,,Yes,"Cats,Dogs",Monthly,1130.0,,Clayton,NC,35.6101,-78.4715,1200.0
4957,"Gym,Parking",2.0,2.0,Yes,,Monthly,1085.0,,Arlington,VA,38.8431,-77.092,2380.0
4958,Gym,1.0,1.0,Yes,,Monthly,,,Canton,MA,42.167,-71.1325,2320.0
4959,Pool,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,,VA,37.4525,-77.4758,1199.0
4960,,,1.0,Thumbnail,,Monthly,800.0,,,TX,31.5455,-97.1601,425.0
4961,"Garbage Disposal,Pool,Refrigerator",1.0,1.0,,"Cats,Dogs",,500.0,,Rancho Mirage,CA,33.7636,-116.4238,975.0
4962,,1.0,1.0,Yes,,,750.0,,Eatontown,,40.3034,-74.0707,1300.0
4963,"Pool,View",2.0,2.0,Yes,,Monthly,923.0,,Kent,WA,47.3866,-122.2109,1819.0
4964,"Pool,Storage",1.0,,Thumbnail,"Cats,Dogs",Monthly,985.0,,Glen Burnie,MD,39.1627,-76.6354,1360.0
4965,"AC,Parking,Patio/Deck",1.0,,Yes,"Cats,Dogs",Monthly,955.0,,Troy,OH,40.0351,-84.2067,929.0
4966,"Clubhouse,Gym,Parking,Pool",2.0,,Thumbnail,,Monthly,1111.0,,,FL,28.0569,-82.6059,1587.0
4967,"Fireplace,Refrigerator,Washer Dryer",,2.0,Thumbnail,,Monthly,900.0,,New Orleans,LA,29.9275,-90.1015,1150.0
4968,"Parking,Storage",1.0,2.0,No,,,600.0,,Dallas,TX,32.8004,-96.7887,1780.0
4969,,,1.0,,,,768.0,,,,40.1417,-82.9844,929.0
4970,"AC,Cable or Satellite,Dishwasher,Fireplace",2.0,3.0,Yes,"Cats,Dogs",,1853.0,,Bedford,TX,32.8281,-97.145,2195.0
4971,"Gym,Parking,Storage",1.0,3.0,Yes,,,547.0,,Cleveland,OH,41.4946,-81.6755,1000.0
4972,"Gated,Gym,Pool",1.0,,Yes,,Monthly,906.0,,,NV,36.1803,-115.3239,1185.0
4973,"Dishwasher,Parking,Patio/Deck,Storage,Washer Dryer",1.0,,Yes,,Monthly,950.0,,Weymouth,MA,42.2081,-70.9524,1945.0
4974,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1301.0,,Bellevue,WA,47.6156,-122.2109,3725.0
4975,"Fireplace,Parking,Pool,Storage,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,630.0,,Dallas,TX,32.9661,-96.7988,948.0
4976,Parking,2.0,,Thumbnail,,Monthly,970.0,,Burlington,NC,36.0334,-79.4909,999.0
4977,"Fireplace,Gym,Patio/Deck,Pool,TV,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,1191.0,,Windermere,,28.4991,-81.5295,1665.0
4978,"Fireplace,Pool,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,1062.0,,Smyrna,GA,33.8737,-84.5097,1463.0
4979,,1.0,1.0,,,Monthly,795.0,,,WA,47.7544,-122.1932,1480.0
4980,"Parking,Playground,Pool",1.0,2.0,,,Monthly,940.0,,Brighton,,39.9608,-104.8195,1230.0
4981,"Gym,Pool,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,742.0,,Raleigh,,35.7488,-78.6369,990.0
4982,"Fireplace,Gym,Pool",2.0,2.0,,,Monthly,1235.0,,Alexandria,VA,38.8357,-77.0655,2335.0
4983,,1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,,2615-2631 SE 111th Avenue,Portland,OR,45.5091,-122.6449,1095.0
4984,"Cable or Satellite,Dishwasher,Elevator,Gated,Patio/Deck,Refrigerator,Wood Floors",1.0,1.0,No,,Monthly,800.0,,East Orange,NJ,40.7647,-74.2119,1150.0
4985,"Parking,Patio/Deck,Storage",2.0,2.0,Yes,,Monthly,1036.0,,,,40.9472,-74.2427,2430.0
4986,Gym,2.0,3.0,Thumbnail,"Cats,Dogs",Monthly,,,Baton Rouge,,30.408,-91.1413,475.0
4987,,2.0,2.0,No,,Monthly,1209.0,,,LA,30.1256,-93.2027,1201.0
4988,"AC,Cable or Satellite,Dishwasher,Fireplace,Parking,Refrigerator,Washer Dryer",2.0,2.0,No,"Cats,Dogs",Monthly,1065.0,,Colorado Springs,CO,38.8862,-104.7389,1275.0
4989,"AC,Fireplace,Parking",2.0,2.0,Yes,"Cats,Dogs",Monthly,,,,WA,47.7921,-122.3045,1745.0
4990,"Clubhouse,Pool",1.0,,Yes,,,871.0,,Las Vegas,NV,36.2811,-115.3036,1109.0
4991,,1.0,2.0,Thumbnail,,Monthly,1556.0,1028 Claytonia Terrace,Saint Louis,MO,38.6274,-90.304,1700.0
4992,"Parking,Patio/Deck,Storage",,2.0,Yes,,Monthly,840.0,,Akron,OH,41.1058,-81.5013,985.0
4993,"AC,Basketball",2.0,2.0,Yes,"Cats,Dogs",Monthly,,,Cincinnati,OH,39.1535,-84.4264,1843.0
4994,"Parking,Storage,Tennis",1.0,1.0,Yes,,Monthly,787.0,,Spotsylvania,VA,38.2006,-77.6854,1170.0
4995,"Cable or Satellite,Internet Access,Tennis",2.0,,Yes,"Cats,Dogs",Monthly,1294.0,,Tyler,TX,32.275,-95.3017,1288.0
4996,"Cable or Satellite,Clubhouse,Dishwasher,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Tennis",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,725.0,22a Country Club Dr,Manchester,,42.9833,-71.4574,1270.0
4997,"AC,Wood Floors",1.0,1.0,Yes,"Cats,Dogs",Monthly,583.0,,,,41.6545,-83.6757,609.0
4998,"AC,Clubhouse,Dishwasher,Fireplace,Patio/Deck,Pool,Refrigerator",1.0,1.0,Yes,"Cats,Dogs",Monthly,690.0,,Toledo,OH,41.6023,-83.6297,599.0
4999,Parking,2.0,2.0,Yes,,Monthly,1084.0,,Bothell,WA,47.8441,-122.1991,1333.0
5000,,,1.0,Yes,Cats,,600.0,,Reno,,39.5475,-119.7975,895.0
5001,"Fireplace,Pool,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,745.0,,Dallas,TX,32.8239,-96.681,765.0
5002,"Gym,Parking,Pool,Washer Dryer",1.0,1.0,Yes,,Monthly,735.0,,Lyndhurst,,40.8084,-74.1224,2001.0
5003,"Gym,Parking,Patio/Deck,Pool,Storage",,,Yes,,Monthly,937.0,,Tipp City,OH,39.9513,-84.1778,1135.0
5004,"AC,Cable or Satellite,Dishwasher,Internet Access,Parking,Refrigerator,Wood Floors",1.0,,Thumbnail,,Monthly,365.0,,Los Angeles,CA,34.0283,-118.2813,1575.0
5005,"Playground,Pool,Wood Floors",1.0,1.0,Yes,,Monthly,,,Waltham,,42.3835,-71.2386,1975.0
5006,Patio/Deck,2.0,2.0,,"Cats,Dogs",Monthly,,,Laurel,,39.1322,-76.8602,2390.0
5007,"Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage,Wood Floors",,2.0,Yes,"Cats,Dogs",Monthly,767.0,,,TX,32.9496,-96.7085,1065.0
5008,"AC,Parking,Wood Floors",1.0,,Yes,Cats,Monthly,600.0,,Los Angeles,CA,34.0786,-118.2615,2195.0
5009,"Parking,Storage",2.0,2.0,Yes,,Monthly,1087.0,,Denver,CO,39.6847,-104.9263,2215.0
5010,"Gym,Pool",2.0,2.0,Yes,"Cats,Dogs",,1204.0,,,MA,42.451,-71.227,2735.0
5011,Parking,2.0,3.0,Thumbnail,,Monthly,1324.0,,,VA,36.8691,-76.2924,1685.0
5012,Parking,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1336.0,,Burlington,KY,39.0242,-84.7451,1545.0
5013,"Elevator,Parking,Pool,TV,View",1.0,1.0,Yes,"Cats,Dogs",Monthly,810.0,,Denver,CO,39.7821,-104.9641,1761.0
5014,"AC,Fireplace,Refrigerator,Washer Dryer",2.0,2.0,Thumbnail,,Monthly,850.0,14140 Azalea Park Avenue Apartment B,Baton Rouge,LA,30.408,-91.1413,700.0
5015,"Gym,Pool,Refrigerator",2.0,2.0,Yes,"Cats,Dogs",Monthly,1050.0,,Suwanee,GA,34.0648,-84.0849,1539.0
5016,"Dishwasher,Gym,Parking,Washer Dryer,Wood Floors",,2.0,,,Monthly,1085.0,,Harrison,,40.7434,-74.1521,3550.0
5017,Patio/Deck,2.0,2.0,Yes,,Monthly,1020.0,,Lynchburg,VA,37.361,-79.2184,710.0
5018,"Washer Dryer,Wood Floors",1.0,3.0,No,,,1100.0,,,,42.328,-71.071,2200.0
5019,"Gym,Pool,Tennis,Washer Dryer",1.0,1.0,Yes,,,750.0,,,VA,37.1783,-76.4582,869.0
5020,"Parking,Storage,Washer Dryer",1.0,,,,Monthly,570.0,,Denver,,39.7059,-104.9605,1430.0
5021,"Gym,Parking,Pool,Washer Dryer",2.0,3.0,No,,Monthly,1221.0,,Renton,WA,47.4457,-122.1407,1810.0
5022,"Clubhouse,Gym,Patio/Deck,Pool,Refrigerator,Washer Dryer",1.0,1.0,,"Cats,Dogs",,,,Farmers Branch,TX,32.9158,-96.8961,1739.0
5023,"Clubhouse,Gym,Pool,Washer Dryer",2.0,2.0,Yes,,,,,Henderson,,35.9946,-115.1189,1260.0
5024,Parking,1.0,1.0,Thumbnail,,Monthly,,,Bradenton,FL,27.4849,-82.5345,944.0
5025,"Patio/Deck,Pool,Storage,Tennis,Washer Dryer",,3.0,,,Monthly,1672.0,,,MD,39.4915,-76.6609,2165.0
5026,Parking,,,,,Monthly,850.0,,Beachwood,OH,41.4712,-81.5155,910.0
5027,,2.0,2.0,Yes,,,1007.0,,South Weymouth,MA,42.1666,-70.9511,2450.0
5028,Parking,1.0,,,"Cats,Dogs",Monthly,,,Canton,MA,42.167,-71.1325,1833.0
5029,"Parking,Pool",1.0,1.0,Yes,,,641.0,,Tampa,FL,28.0785,-82.4531,820.0
5030,"AC,Cable or Satellite,Playground,Pool,Refrigerator",1.0,2.0,,"Cats,Dogs",Monthly,710.0,,,MD,38.9645,-76.9637,1375.0
5031,"Parking,Storage",,1.0,No,,Monthly,623.0,,Bayonne,NJ,40.6657,-74.1193,1883.0
5032,,1.0,1.0,Yes,,Monthly,851.0,,Denver,,39.7025,-104.9311,1505.0
5033,"Parking,Storage",2.0,3.0,Thumbnail,,Monthly,1295.0,,Sarasota,FL,27.3216,-82.4763,1514.0
5034,"Parking,Playground",2.0,3.0,Thumbnail,,Monthly,1040.0,,Denver,CO,39.8344,-105.0095,1775.0
5035,"Cable or Satellite,TV",2.0,2.0,Yes,,Monthly,,,Abingdon,MD,39.4733,-76.2993,1383.0
5036,"Clubhouse,Elevator,Fireplace,Gym,Pool,Washer Dryer",,,Yes,"Cats,Dogs",Monthly,1134.0,,,,40.7892,-74.3219,2995.0
5037,"Parking,Wood Floors",1.0,,,,,1000.0,,Boston,MA,42.328,-71.071,2000.0
5038,"Gym,Parking,Playground",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,Overland Park,KS,38.9011,-94.7078,1555.0
5039,"Parking,Pool",1.0,2.0,,,Monthly,740.0,,,OH,39.1091,-84.6074,625.0
5040,"Fireplace,Wood Floors",2.0,3.0,Thumbnail,"Cats,Dogs",,1488.0,5109 G St,,,34.7264,-92.348,1200.0
5041,,1.0,1.0,Yes,,Monthly,785.0,,Knightdale,NC,35.7863,-78.4845,1195.0
5042,"Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",,964.0,,Maple Valley,WA,47.3949,-122.0287,1840.0
5043,"Gym,Pool",,2.0,Thumbnail,"Cats,Dogs",,1031.0,,Fort Myers,FL,26.6371,-81.8716,1360.0
5044,Washer Dryer,1.0,2.0,Thumbnail,,Monthly,656.0,,,CO,39.7059,-104.9605,1385.0
5045,"Clubhouse,Gym,Internet Access,Pool,Washer Dryer",,,,"Cats,Dogs",,1076.0,,,FL,27.4549,-82.6381,1130.0
5046,"Dishwasher,Fireplace,Playground,Refrigerator,Washer Dryer",,2.0,Thumbnail,,Monthly,980.0,,Plano,TX,33.056,-96.7376,1268.0
5047,"AC,Parking",1.0,,Thumbnail,,Monthly,965.0,,,MT,45.7822,-108.5795,725.0
5048,,1.0,1.0,,,Monthly,604.0,,,CO,39.7436,-105.108,1430.0
5049,"Dishwasher,Fireplace,Refrigerator",2.0,3.0,,"Cats,Dogs",Monthly,1410.0,1519 Chapman St,Cedar Hill,TX,32.59,-96.9436,1675.0
5050,"Cable or Satellite,Internet Access,Patio/Deck,TV,Washer Dryer,Wood Floors",1.0,1.0,,,Monthly,745.0,,Petersburg,VA,37.2139,-77.4557,820.0
5051,Elevator,,2.0,,,Monthly,1132.0,,Alexandria,VA,38.8171,-77.1221,1801.0
5052,"Gym,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,752.0,,Dallas,TX,32.878,-96.7511,850.0
5053,"Clubhouse,Gym,Parking,Patio/Deck,Pool,Storage,TV,Washer Dryer",2.0,2.0,Yes,,Monthly,1110.0,,Tampa,FL,28.0695,-82.5587,1520.0
5054,"Gym,Pool",1.0,1.0,Yes,,Monthly,650.0,,,CA,33.9966,-118.4305,3090.0
5055,,,2.0,Yes,,Monthly,1130.0,,Dallas,TX,32.9158,-96.8961,1795.0
5056,"Parking,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,,,Parker,CO,39.5163,-104.6626,1460.0
5057,,1.0,1.0,Yes,,Monthly,415.0,,Littleton,MA,42.54,-71.4842,1000.0
5058,View,1.0,1.0,Thumbnail,,Monthly,,,Denver,CO,39.7305,-104.9549,2550.0
5059,,1.0,2.0,,"Cats,Dogs",Monthly,810.0,,Cleveland,OH,41.3846,-81.7912,700.0
5060,Gym,1.0,1.0,Yes,"Cats,Dogs",Monthly,830.0,,Melrose,MA,42.4585,-71.0609,2155.0
5061,,1.0,1.0,Thumbnail,Cats,Monthly,850.0,,Omaha,,41.241,-95.9639,900.0
5062,"Fireplace,Parking,Pool",1.0,1.0,Yes,,Monthly,738.0,,Kissimmee,FL,28.2966,-81.6162,1115.0
5063,"Gated,Gym,Parking,Storage",1.0,1.0,,"Cats,Dogs",Monthly,800.0,,Hartford,,41.7566,-72.689,825.0
5064,"Cable or Satellite,Internet Access,Refrigerator",,,,,,300.0,,Gaithersburg,MD,39.1775,-77.1944,1365.0
5065,"Clubhouse,Gym,Parking,Pool",2.0,2.0,Yes,,Monthly,883.0,,Denver,CO,39.7136,-105.0655,1462.0
5066,"AC,Alarm,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Internet Access,Patio/Deck,Refrigerator,Storage,Tennis,Washer Dryer",,3.0,Yes,,Monthly,1505.0,,,,39.4853,-84.382,1871.0
5067,"AC,Dishwasher,Gym,Parking,Patio/Deck,Washer Dryer",1.0,1.0,Yes,,,741.0,,,NJ,40.722,-74.0644,2825.0
5068,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,TV,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,1122.0,,Morrisville,NC,35.823,-78.6438,1269.0
5069,"AC,Parking,Refrigerator",1.0,2.0,Yes,,,732.0,,Norfolk,,36.9427,-76.253,795.0
5070,"AC,Clubhouse,Fireplace,Gym,Pool,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,1058.0,,Troy,OH,40.0351,-84.2067,965.0
5071,"Gym,Parking,Pool",1.0,2.0,Yes,"Cats,Dogs",Monthly,,,Dayton,OH,39.6915,-84.1533,875.0
5072,"Cable or Satellite,Clubhouse,Gym,Internet Access,Patio/Deck,Pool,Storage,Tennis,Washer Dryer,Wood Floors",1.0,1.0,Yes,"Cats,Dogs",Monthly,758.0,,,NC,36.1519,-79.8168,1206.0
5073,"Clubhouse,Gym,Parking,Pool,Storage,Tennis,Wood Floors",2.0,2.0,Thumbnail,,Monthly,,,Davenport,FL,28.2515,-81.6002,1385.0
5074,,3.0,3.0,Thumbnail,,,1600.0,2216 S Palm Grove Avenue,,,34.0372,-118.2972,3695.0
5075,Parking,,2.0,Thumbnail,,Monthly,1117.0,,Richmond,VA,37.5498,-77.4575,1660.0
5076,"Parking,Storage",2.0,3.0,Yes,,Monthly,,,Issaquah,,47.5311,-122.0679,2920.0
5077,,,,,,Monthly,900.0,,Boston,,42.328,-71.071,2400.0
5078,"Dishwasher,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1.0,,Yes,,Monthly,850.0,,,PA,40.5059,-80.1869,1080.0
5079,"Storage,View,Wood Floors",1.0,1.0,Thumbnail,,Monthly,700.0,,,OH,41.4648,-81.6794,1100.0
5080,"Gym,Parking,Pool",,2.0,Yes,,Monthly,1085.0,,Perrysburg,,41.5442,-83.5976,999.0
5081,"AC,Cable or Satellite,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Refrigerator,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,855.0,,Newark,,40.7394,-74.1845,2485.0
5082,"Fireplace,Parking,Wood Floors",1.0,0.0,Yes,,Monthly,950.0,,Lexington,KY,38.0466,-84.494,1250.0
5083,Parking,,,,,Monthly,2180.0,,Denver,CO,39.7883,-104.8265,2195.0
5084,"Gym,Pool",2.0,2.0,Yes,"Cats,Dogs",Monthly,1102.0,,Euless,TX,32.8524,-97.0886,1364.0
5085,"Gym,Patio/Deck,Pool,Storage",1.0,2.0,Yes,"Cats,Dogs",Monthly,1020.0,,Groton,,41.3534,-72.0368,1376.0
5086,Cable or Satellite,2.0,,Yes,,,1236.0,,Tyler,TX,32.3252,-95.2948,1109.0
5087,"AC,Clubhouse,Gated,Patio/Deck,Refrigerator,Washer Dryer",2.0,,,"Cats,Dogs",,1135.0,,Los Angeles,CA,34.053,-118.2637,4005.0
5088,"Gym,Playground",1.0,2.0,,"Cats,Dogs",Monthly,844.0,,Perry Hall,,39.4044,-76.4482,1400.0
5089,"Clubhouse,Fireplace,Gym,Parking,Pool,Washer Dryer",,,Yes,"Cats,Dogs",Monthly,,,Addison,TX,32.9455,-96.7962,1570.0
5090,Parking,1.0,2.0,,,Monthly,,,Cockeysville,MD,39.4915,-76.6609,1239.0
5091,"Cable or Satellite,Clubhouse,Gym,Hot Tub,Internet Access,Patio/Deck,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,695.0,,Chandler,AZ,33.3088,-111.9214,1049.0
5092,Parking,1.0,1.0,,,Monthly,,,Denver,,39.7025,-104.9311,1065.0
5093,"Parking,Patio/Deck,Storage",1.0,1.0,Thumbnail,,Monthly,650.0,,Salt Lake City,UT,40.6593,-111.921,989.0
5094,"Cable or Satellite,Parking,TV",1.0,3.0,Yes,,,,,Boston,MA,42.328,-71.071,2800.0
5095,Parking,2.0,2.0,Thumbnail,,Monthly,943.0,,,LA,32.4865,-93.6726,1105.0
5096,"AC,Dishwasher,Fireplace,Garbage Disposal,Parking,Patio/Deck",,3.0,Yes,Cats,Monthly,,,South Pasadena,CA,34.1114,-118.1556,2895.0
5097,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1010.0,,Hampton,VA,37.0483,-76.4118,1299.0
5098,"Dishwasher,Parking,Patio/Deck,Refrigerator,Storage",1.0,,Yes,"Cats,Dogs",Monthly,890.0,,El Segundo,CA,33.9222,-118.4055,2875.0
5099,"Dishwasher,Gym,Internet Access,Parking,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",2.0,,Yes,,Monthly,1173.0,,Lynchburg,VA,37.361,-79.2184,884.0
5100,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Tennis,Washer Dryer,Wood Floors",1.0,,Yes,"Cats,Dogs",Monthly,,,Arlington,TX,32.696,-97.0878,966.0
5101,"Clubhouse,View",,2.0,Thumbnail,,Monthly,,,,VA,38.0565,-78.4959,1575.0
5102,,1.0,1.0,No,,Monthly,745.0,,Fuquay Varina,NC,35.5985,-78.7843,1059.0
5103,"Fireplace,Parking",1.0,,,"Cats,Dogs",Monthly,907.0,,Parker,CO,39.4732,-104.7688,1555.0
5104,"Clubhouse,Gated,Parking,Patio/Deck,Pool,Storage,TV",,1.0,Yes,,Monthly,725.0,,Norman,,35.2314,-97.5069,935.0
5105,,,,,"Cats,Dogs",Monthly,,,Winooski,VT,44.4962,-73.1848,1900.0
5106,,2.0,4.0,No,,Monthly,3012.0,,Lawrenceville,GA,33.9343,-83.9594,1700.0
5107,"Parking,Patio/Deck,Storage",2.0,,,,Monthly,1210.0,,,CT,41.7048,-72.6677,1360.0
5108,Parking,,1.0,Yes,,Monthly,960.0,,Beachwood,,41.4712,-81.5155,1910.0
5109,"Parking,Storage",,2.0,No,,,985.0,,Redondo Beach,CA,33.8321,-118.3786,4469.0
5110,"Fireplace,Gym,Pool,Tennis,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,,,Marietta,GA,33.9295,-84.4662,1389.0
5111,"Gym,Parking",1.0,2.0,Yes,,,860.0,,,MA,42.2919,-71.4269,1870.0
5112,,1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,722.0,6250 Rosewood Dr,North Richland Hills,TX,32.8582,-97.2357,928.0
5113,"Gym,Parking,Pool",1.0,1.0,Yes,,Monthly,600.0,,,NV,36.0895,-115.138,785.0
5114,"AC,Basketball,Dishwasher,Parking,Pool",1.0,1.0,,"Cats,Dogs",,418.0,,Tucson,AZ,32.2492,-111.0303,630.0
5115,"Gym,Parking,Pool",2.0,2.0,Yes,,Monthly,,,Henrico,VA,37.6322,-77.5452,1165.0
5116,"Basketball,Fireplace,Patio/Deck,Tennis",2.0,2.0,,"Cats,Dogs",Monthly,972.0,,Columbus,OH,39.9559,-83.0832,1350.0
5117,,1.0,,Yes,"Cats,Dogs",Monthly,600.0,,Los Angeles,CA,34.07,-118.3501,2271.0
5118,"Basketball,Gated,Gym,Pool,Tennis",,2.0,Yes,,Monthly,500.0,,Alexandria,VA,38.7926,-77.0831,1225.0
5119,"Fireplace,Pool,TV",2.0,2.0,,"Cats,Dogs",Monthly,1141.0,,Gilbert,AZ,33.3042,-111.7162,1314.0
5120,"Gym,Parking,Patio/Deck,Pool,View",1.0,2.0,Yes,"Cats,Dogs",,783.0,,South Orange,NJ,40.748,-74.2595,2539.0
5121,"Dishwasher,Garbage Disposal,Pool,Refrigerator",,,Thumbnail,,Monthly,,6256 S Gold Medal Drive,Taylorsville,UT,40.6498,-111.9625,1200.0
5122,,1.0,1.0,,"Cats,Dogs",Monthly,825.0,,Springdale,AR,34.678,-92.7603,775.0
5123,Patio/Deck,1.0,3.0,,,Monthly,,,Chelsea,,42.3968,-71.0342,2250.0
5124,"Gym,Patio/Deck",1.0,1.0,,,Monthly,648.0,,Dayton,,39.7903,-84.214,589.0
5125,Refrigerator,1.0,2.0,Yes,,Monthly,660.0,,Colorado Springs,CO,38.8534,-104.8638,1095.0
5126,"Gym,Patio/Deck,Pool",2.0,,Yes,"Cats,Dogs",Monthly,1049.0,,,MD,39.0521,-77.119,1840.0
5127,"Gym,Parking,Pool",1.0,1.0,Thumbnail,,Monthly,740.0,,Lynnwood,WA,47.8616,-122.2729,1725.0
5128,Luxury,1.0,3.0,Yes,,Monthly,,,North Port,FL,27.0533,-82.1205,1115.0
5129,"Pool,Washer Dryer",1.0,,,"Cats,Dogs",Monthly,891.0,,Baton Rouge,LA,30.4472,-91.1678,810.0
5130,"Parking,Patio/Deck",1.0,3.0,,,Monthly,1200.0,,Manchester,NH,42.9833,-71.4574,1400.0
5131,"Gym,Patio/Deck,Pool",2.0,,Thumbnail,,Monthly,888.0,,,CA,34.059,-118.3128,3167.0
5132,"Gym,Parking,Pool",2.0,2.0,Yes,,,1070.0,,,MA,41.9291,-71.0459,1895.0
5133,"Dishwasher,Garbage Disposal,Pool,Refrigerator",2.0,3.0,,,Monthly,1216.0,901 Valley View Circle,Bloomington,IL,40.4346,-88.9828,975.0
5134,Patio/Deck,1.0,1.0,Yes,,Monthly,920.0,,Littleton,,39.5423,-105.0117,1549.0
5135,"AC,Clubhouse,Dishwasher,Gated,Gym,Hot Tub,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis,Washer Dryer",1.0,1.0,,"Cats,Dogs",Monthly,786.0,,,FL,27.2981,-80.2967,1170.0
5136,"Clubhouse,Gym,Parking,Pool,Storage",,2.0,,"Cats,Dogs",Monthly,956.0,,Maple Valley,WA,47.3949,-122.0287,1915.0
5137,,1.0,1.0,No,,,,,Denver,CO,39.6782,-104.9616,1545.0
5138,"Cable or Satellite,TV",2.0,2.0,Yes,,,1022.0,,Tallmadge,OH,41.0979,-81.4276,830.0
5139,"Parking,Patio/Deck,Storage",2.0,2.0,Yes,,Monthly,840.0,,Akron,OH,41.1058,-81.5013,985.0
5140,Storage,2.0,2.0,No,,,914.0,,,CA,34.0663,-118.3102,2622.0
5141,"AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Parking,Patio/Deck,Pool,Refrigerator,Storage,TV,Washer Dryer",,,Thumbnail,"Cats,Dogs",Monthly,979.0,,Canton,OH,40.8119,-81.4264,940.0
5142,,2.0,2.0,Yes,"Cats,Dogs",Monthly,1204.0,,Denver,CO,39.6767,-104.8854,1460.0
5143,,1.0,2.0,,,Monthly,750.0,3960 58th St,San Diego,CA,32.7876,-117.1265,1675.0
5144,"Cable or Satellite,Clubhouse,Gated,Gym,Patio/Deck,Playground,Pool,Washer Dryer",1.0,1.0,Thumbnail,,Monthly,766.0,,Decatur,GA,33.6912,-84.2465,875.0
5145,,1.0,,No,"Cats,Dogs",Monthly,,,,NH,42.7527,-71.4854,1325.0
5146,,1.0,4.0,Yes,,Monthly,,,,OH,39.1263,-84.5172,850.0
5147,"Cable or Satellite,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,306.0,160 Sinclair St,Reno,NV,39.5197,-119.8342,1094.0
5148,,1.0,1.0,Yes,"Cats,Dogs",Monthly,560.0,,Cincinnati,OH,39.1091,-84.6074,585.0
5149,,2.0,2.0,Thumbnail,,Monthly,,,Greensboro,NC,36.0703,-79.7719,700.0
5150,"Basketball,Clubhouse,Gym,Pool,Tennis",1.0,1.0,Yes,,Monthly,,,Maineville,OH,39.3192,-84.2552,1205.0
5151,"Clubhouse,Fireplace,Parking,Patio/Deck,Washer Dryer",2.0,2.0,Yes,,Monthly,1108.0,,Yukon,OK,35.4975,-97.7329,984.0
5152,"Elevator,Parking,Storage",1.0,1.0,Thumbnail,,Monthly,859.0,,Tampa,,28.0302,-82.3657,1350.0
5153,"AC,Fireplace,Gym,Parking,Refrigerator,Storage,Washer Dryer",1.0,1.0,,"Cats,Dogs",Monthly,694.0,,Kirkland,WA,47.6869,-122.1896,2680.0
